date,trip,month,year,time ,site ,kelp_pile_num,Dominant_species,kelp_L_m,kelp_W_m,kelp_D_m,ellipse_A_m2,sarg,sarg_L_1,sarg_W_1,sarg1_A,sarg_L_2,sarg_W_2,sarg2_A,sarg_L_3,sarg_W_3,sarg3_A,sarg_L_4,sarg_W_4,sarg4_A,sarg_total,ratio,percent
1/20/20,0,na,2020,NA,W_Marker_Poles,12,M. pyrifera,2.57,0.41,,0.83,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/20,0,na,2020,NA,W_Marker_Poles,13,M. pyrifera,1.49,0.86,,1.01,y,0.64,0.13,0.065345127,0,0,0,0,0,0,0,0,0,0.065345127,0.064698146,6.469814554
1/20/20,0,na,2020,NA,W_Marker_Poles,a,M. pyrifera,1.35,1,,1.06,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/20,0,na,2020,NA,W_Marker_Poles,b,M. pyrifera,2,0.85,,1.34,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/20,0,na,2020,NA,W_Marker_Poles,c,M. pyrifera,2.45,5,,9.62,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/20,0,na,2020,NA,W_Marker_Poles,d,M. pyrifera,1,1,,0.79,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/20,0,na,2020,NA,W_Marker_Poles,e,M. pyrifera,1.2,0.7,,0.66,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/20,0,na,2020,NA,W_Marker_Poles,f,M. pyrifera,2.47,0.74,,1.44,y,0.11,0.01,0.000863938,0.12,0.02,0.001884956,0,0,0,0,0,0,0.002748894,0.001908954,0.190895417
1/20/20,0,na,2020,NA,W_Marker_Poles,g,M. pyrifera,2.06,1.01,,1.63,y,0.13,0.7,0.071471233,0.1,0.02,0.001570796,0.17,0.12,0.016022123,0.07,0.04,0.002199115,0.091263267,0.055989734,5.598973436
1/20/20,0,na,2020,NA,W_Marker_Poles,1,M. pyrifera,2.02,1.23,,1.95,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/20,0,na,2020,NA,W_Marker_Poles,2,M. pyrifera,2.14,1.78,,2.99,y,0.15,0.04,0.004712389,0.09,0.01,0.000706858,0,0,0,0,0,0,0.005419247,0.001812457,0.181245719
1/20/20,0,na,2020,NA,W_Marker_Poles,3,M. pyrifera,3.46,0.59,,1.6,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/20,0,na,2020,NA,W_Marker_Poles,4,M. pyrifera,1.91,0.76,,1.14,y,0.13,0.06,0.006126106,0,0,0,0,0,0,0,0,0,0.006126106,0.005373777,0.537377719
1/20/20,0,na,2020,NA,W_Marker_Poles,5,M. pyrifera,1.68,0.87,,1.15,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
